enrollee_id,target
16548,0.626373010062363
12036,0.09406065939214166
11061,0.24041001047273175
5032,0.10014048108264106
17599,0.036372332665631835
19314,0.11832562668120623
12365,0.22973079845713212
22696,0.0983568555550251
16083,0.08120479621686681
33240,0.11576177621110267
813,0.06880644463992218
1362,0.08090872642524542
3821,0.10254616103421335
26316,0.2281560268103478
29269,0.10297529577150503
22524,0.07674944882523897
30407,0.10510794738798038
863,0.07072538392975283
27743,0.09220026185565706
29303,0.08856529622963047
1019,0.1058291730572612
8819,0.10744273432943456
5397,0.146769039391619
14697,0.046494656364676305
10407,0.12892730579279063
19224,0.11290273806893618
735,0.0791402497765331
14106,0.31363718624690257
858,0.10326520755271532
9061,0.07439642701698965
12775,0.07503284829942086
7964,0.09670527568448388
30781,0.11743424543012587
29346,0.17249585636404913
17991,0.11092727735462846
15768,0.07879568627917335
15378,0.07782902611854088
27248,0.05402059682313855
5931,0.05708166466041203
11897,0.06400614461383401
10606,0.05576632873578182
28368,0.12486763391918988
11081,0.0466036933107144
19611,0.10629240135792004
1283,0.14676276687000217
18590,0.10182027755692388
2076,0.04994014036847555
19130,0.06896076607333605
29874,0.07355469535784939
16387,0.06031620394199905
22536,0.10162797876589408
30268,0.18685503551521754
23258,0.10703243286860839
14201,0.15339765720882703
10551,0.09271266570376598
28787,0.07972734776099201
23340,0.2726723221279545
26020,0.09798861394307438
22989,0.09791226624875225
14594,0.08848321521497278
10127,0.14861333014696834
18684,0.09468608700178298
20163,0.07608913834385947
997,0.10356074858832326
32505,0.33271052949869473
28948,0.07448116355227014
19793,0.09352368678483182
22487,0.17466390134296464
28765,0.07396766389906317
28078,0.10273063625100616
3780,0.07729927861138743
15396,0.21330440714196608
31167,0.06370208634650006
8834,0.1535546192973434
12051,0.04140751848593503
29453,0.24156179731200308
4305,0.11626970876837428
28298,0.14633038606833715
33189,0.12483223700345523
6611,0.04918138574112029
4763,0.16143339537266913
11459,0.10419498298513939
4870,0.07256548204208356
12630,0.09940521959172811
29618,0.059428477554826116
30033,0.0983673364174368
25404,0.08957825068522011
5522,0.14288717938935294
13026,0.1348790138075008
14788,0.15377898891014535
8450,0.15539108047227487
15425,0.10748516511428587
17221,0.3608751804833248
32535,0.16243614873314133
3356,0.07535098035787682
6938,0.10362003334782542
25715,0.09365468309401129
25064,0.0681409874853475
29805,0.06244221416300115
20608,0.26108584897884934
32283,0.09678738043832383
17793,0.1437929925798542
1525,0.13093604355907992
3579,0.13363012884214864
1704,0.054146196543133136
16657,0.17828957469419066
21066,0.1330695507537633
32817,0.07299311460299632
24938,0.11682277753966716
2837,0.2630236151928295
1157,0.05745634240999186
33154,0.27250361234208614
27434,0.13458948460397366
15056,0.09604190440082862
2555,0.10614283904429271
19701,0.04545759494615879
25529,0.06736574446039557
17070,0.11631128056060944
26053,0.07542824271365815
30684,0.08078843301874195
2815,0.12788454371137958
31291,0.06877124061686808
26903,0.11994323708685363
32889,0.14677152573282537
